"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2018",636.591,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2017",1524.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2017",241.817,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2017",1282.302,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2017",725.059,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2017",90.168,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2017",634.891,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2017",799.061,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2017",151.649,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2017",647.412,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2016",1591.343,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2016",236.547,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2016",1354.796,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2016",754.331,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2016",85.698,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2016",668.633,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2016",837.012,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2016",150.849,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2016",686.164,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2015",1609.332,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2015",258.57,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2015",1350.761,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2015",765.38,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2015",92.892,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2015",672.487,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2015",843.952,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2015",165.678,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2015",678.274,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2014",1608.238,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2014",253.526,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2014",1354.713,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2014",754.209,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2014",92.778,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2014",661.431,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2014",854.029,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2014",160.747,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2014",693.282,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2013",1912.074,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2013",316.466,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2013",1595.607,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2013",897.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2013",118.618,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2013",778.542,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2013",1014.914,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2013",197.849,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2013",817.065,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2012",1890.06,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2012",321.475,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2012",1568.585,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2012",887.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2012",118.977,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2012",768.243,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2012",1002.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2012",202.498,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2012",800.342,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2011",1864.535,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2011",323.873,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2011",1540.662,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2011",878.282,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2011",121.828,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2011",756.455,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2011",986.253,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2011",202.046,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2011",784.207,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2010",1825.326,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2010",324.489,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2010",1500.837,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2010",865.648,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2010",121.534,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2010",744.114,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2010",959.678,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2010",202.954,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2010",756.723,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2009",1741.04,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2009",329.292,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2009",1411.748,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2009",831.476,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2009",121.265,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2009",710.211,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2009",909.564,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2009",208.027,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2009",701.537,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2008",1716.179,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2008",330.321,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2008",1385.859,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2008",813.854,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2008",122.165,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2008",691.688,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2008",902.326,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2008",208.156,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2008",694.17,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2007",1677.793,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2007",326.533,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2007",1351.261,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2007",786.687,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2007",119.117,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2007",667.57,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2007",891.107,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2007",207.416,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2007",683.691,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2006",1631.382,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2006",338.865,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2006",1292.517,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2006",769.682,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2006",132.621,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2006",637.061,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2006",861.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2006",206.244,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2006",655.456,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2005",1502.911,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2005",337.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2005",1165.402,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2005",695.814,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2005",134.859,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2005",560.956,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2005",807.097,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2005",202.651,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2005",604.446,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2004",1486.674,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2004",333.011,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2004",1153.664,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2004",694.454,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2004",133.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2004",560.945,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2004",792.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2004",199.501,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2004",592.719,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2003",1529.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2003",327.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2003",1201.786,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2003",724.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2003",129.929,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2003",594.791,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2003",804.946,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2003",197.951,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2003",606.995,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2002",1505.117,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2002",336.832,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2002",1168.285,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2002",730.883,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2002",136.761,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2002",594.122,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2002",774.234,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2002",200.071,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2002",574.164,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2001",1498.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2001",344.683,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2001",1154.296,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2001",736.509,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2001",146.254,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2001",590.255,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2001",762.471,,,"Repository: ILO-STATISTICS - Micro data processing"
